time,relative_humidity,temperature
1572547360655,57.3,25.3
1572547342707,57.2,25.2
1572547325178,57.2,25.2
1572547311366,57.3,25.3
1572547304423,57.3,25.4
1572547274086,57.2,25.4
1572547270193,57.3,25.2
1572547249074,57.3,25.4
1572547220357,57.3,25.3
1572547205869,57.2,25.3
1572547161323,57.3,25.3
1572547103576,57.2,25.2
1572547082680,57.3,25.3
1572547054216,57.4,25.3
1572546998632,57.2,25.3
1572546947407,57.2,25.3
1572546917255,57.3,25.3
1572546869552,57.2,25.3
1572546786986,57.3,25.4
1572546758886,57.3,25.1
1572546697406,57.3,25.3
1572546683701,57.3,25.3
1572546617063,57.3,25.3
1572546555735,57.2,25.3
1572546354368,57.4,25.3
1572546343613,57.3,25.3
1572546271247,57.3,25.3
1572546233054,57.3,25.3
1572546207243,57.3,25.3
1572546140127,57.3,25.3
1572546132369,57.3,25.2
1572546055491,57.3,25.2
1572546037850,57.3,25.3
1572546002039,57.3,25.2
1572545981387,57.5,25.2
1572545949418,57.3,25.3
1572545907542,57.4,25.3
1572545843146,57.4,25.2
1572545792925,57.4,25.2
1572545769892,57.5,25.3
1572545748194,57.4,25.3
1572545659296,57.6,25.3
1572545543850,57.6,25.2
1572545522175,57.6,25.2
1572545451038,57.7,25.2
1572545423019,57.7,25.2
1572545355257,57.7,25.2
1572545252399,57.5,25.1
1572545220093,57.4,25.3
1572545161311,57.4,25.2
1572545121323,57.5,25.2
1572545097712,57.4,25.3
1572545081502,57.4,25.2
1572545022223,57.5,25.2
1572545014705,57.4,25.1
1572544999338,57.5,25.2
1572544886006,57.6,25.1
1572544841080,57.5,25.1
1572544797897,57.7,25.1
1572544791113,57.5,25.1
1572544756514,57.6,25.0
1572544715991,57.6,25.1
1572544520817,57.6,25.2
1572544472897,57.6,25.1
1572544457552,57.7,25.1
1572544381192,57.6,25.1
1572544329852,57.7,25.1
1572544308899,57.8,25.2
1572544295382,57.7,25.1
1572544292069,57.7,25.0
1572544264868,57.7,25.1
1572544183734,57.8,25.2
1572544173652,57.7,25.1
1572544155331,57.8,25.1
1572544102963,57.8,25.0
1572544096118,57.9,25.0
1572544071163,57.8,25.0
1572544031994,57.8,25.1
1572543961747,57.8,25.0
1572543933694,57.8,25.0
1572543820607,57.9,25.1
1572543761177,57.8,25.1
1572543715666,57.9,25.0
1572543651341,57.9,25.0
1572543619129,57.9,25.0
1572543594979,57.9,25.0
1572543547543,58.0,25.0
1572543434048,58.0,25.0
1572543379136,58.0,25.0
1572543315990,58.0,24.9
1572543298134,58.0,25.0
1572543282907,58.0,25.0
1572543262237,57.9,25.1
1572543237749,58.0,25.0
1572543172863,58.0,25.0
1572543125788,57.9,24.9
1572543090253,58.1,24.9
1572543053688,58.1,24.9
1572543035257,58.1,25.0
1572542991582,58.1,25.0
1572542973450,58.1,24.9
1572542938667,58.1,25.0
1572542830911,58.2,24.9
1572542724683,58.2,25.0
1572542721298,58.3,24.9
1572542650991,58.1,24.9
1572542632981,58.2,24.8
1572542612702,58.3,24.9
1572542566941,58.2,25.0
1572542530798,58.3,25.0
1572542490187,58.3,24.9
1572542468468,58.4,24.9
1572542450055,58.3,25.0
